Nodes,Serial Time (s),Parallel Time (s),Speedup,Processes
400,0.008183002471923828,1.4761850833892822,0.0055433445060533125,8
900,0.03901791572570801,1.7235729694366455,0.022637809026711017,8
1600,0.12470507621765137,2.9055371284484863,0.04291980129823432,8
3600,0.5541713237762451,6.917673826217651,0.08010949022718626,8
6400,1.7418298721313477,14.230422973632812,0.12240183410983213,8
